date,hour,day_of_week,road_id,road_name,jurisdiction,capacity_vph,inflow_vph,avg_speed_kmh,occupancy_percent,rain_mm,temperature_c,humidity_percent,special_event,congestion_percent
2025-02-07,19,4,RD-12,Ring Road - East,NMRDA Ring,7600,3064,44.2,38.6,3.5,29.1,36.7,0,19.2
2025-02-07,20,4,RD-01,Wardha Road (NH-44),NMC South,6000,6392,23.9,105.8,0.0,31.7,65.3,0,67.7
2025-02-07,20,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2710,45.0,32.4,0.0,29.8,37.1,0,21.2
2025-02-07,20,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4760,32.4,96.1,0.4,22.2,42.9,0,56.2
2025-02-07,20,4,RD-04,Airport Road,NMC South,5600,6708,31.4,110.0,0.0,31.3,73.1,0,71.8
2025-02-07,20,4,RD-05,Amravati Road,NMC West,7200,2329,50.1,35.8,0.6,34.1,74.2,0,18.4
2025-02-07,20,4,RD-06,Kamptee Road,NMC North,6000,3794,40.1,62.2,2.6,34.9,70.0,0,35.2
2025-02-07,20,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2021,43.7,43.6,1.0,26.6,62.6,0,23.4
2025-02-07,20,4,RD-08,Katol Road,NMC North-West,5400,3084,46.1,57.7,0.1,28.5,48.8,0,31.9
2025-02-07,20,4,RD-09,Koradi Road,NMC North,5600,4077,37.8,72.9,0.2,29.0,46.2,0,41.8
2025-02-07,20,4,RD-10,Manewada Road,NMC South-East,5000,5042,36.5,102.2,0.0,26.4,35.3,0,60.9
2025-02-07,20,4,RD-11,Besa Road,NMC South-East,4600,3405,45.6,72.4,0.0,26.3,58.4,0,39.0
2025-02-07,20,4,RD-12,Ring Road - East,NMRDA Ring,7600,3315,46.3,45.7,0.0,31.3,73.3,0,31.7
2025-02-07,21,4,RD-01,Wardha Road (NH-44),NMC South,6000,5058,35.8,83.4,0.0,31.4,58.2,0,54.7
2025-02-07,21,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2143,49.9,22.0,3.6,25.9,56.8,0,12.3
2025-02-07,21,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3655,41.7,63.7,1.9,27.4,51.9,0,41.0
2025-02-07,21,4,RD-04,Airport Road,NMC South,5600,5446,29.1,99.7,0.0,25.5,72.1,0,56.5
2025-02-07,21,4,RD-05,Amravati Road,NMC West,7200,2039,42.7,25.8,0.0,26.7,65.9,0,14.3
2025-02-07,21,4,RD-06,Kamptee Road,NMC North,6000,2865,45.4,41.9,0.0,21.3,57.3,0,28.2
2025-02-07,21,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1827,47.3,36.6,0.0,26.8,63.5,0,18.4
2025-02-07,21,4,RD-08,Katol Road,NMC North-West,5400,2348,47.5,42.8,1.5,27.1,50.6,0,24.3
2025-02-07,21,4,RD-09,Koradi Road,NMC North,5600,3389,40.5,64.7,2.9,25.6,48.0,0,36.8
2025-02-07,21,4,RD-10,Manewada Road,NMC South-East,5000,4140,41.6,85.9,2.8,28.0,77.2,0,48.1
2025-02-07,21,4,RD-11,Besa Road,NMC South-East,4600,2911,42.1,63.5,0.0,26.7,65.8,0,35.8
2025-02-07,21,4,RD-12,Ring Road - East,NMRDA Ring,7600,2557,45.4,32.0,0.0,29.6,62.1,0,17.7
2025-02-07,22,4,RD-01,Wardha Road (NH-44),NMC South,6000,3065,41.5,55.5,2.1,26.0,51.0,0,27.9
2025-02-07,22,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1579,52.0,18.2,0.0,30.4,73.1,0,10.2
2025-02-07,22,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2321,50.7,46.3,1.5,24.9,63.0,0,24.8
2025-02-07,22,4,RD-04,Airport Road,NMC South,5600,3520,38.1,64.9,0.0,24.0,74.7,0,41.2
2025-02-07,22,4,RD-05,Amravati Road,NMC West,7200,1323,53.2,15.8,4.1,22.9,89.0,0,6.3
2025-02-07,22,4,RD-06,Kamptee Road,NMC North,6000,2108,49.8,33.7,0.0,22.4,37.6,0,20.2
2025-02-07,22,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1113,54.4,24.5,2.6,30.3,53.7,0,19.4
2025-02-07,22,4,RD-08,Katol Road,NMC North-West,5400,1666,49.1,29.9,0.0,34.0,48.7,0,16.7
2025-02-07,22,4,RD-09,Koradi Road,NMC North,5600,2159,47.6,36.6,0.0,22.2,59.1,0,20.5
2025-02-07,22,4,RD-10,Manewada Road,NMC South-East,5000,2388,46.7,44.9,3.1,19.4,70.2,0,21.1
2025-02-07,22,4,RD-11,Besa Road,NMC South-East,4600,1938,50.6,42.3,0.0,30.2,67.8,0,26.5
2025-02-07,22,4,RD-12,Ring Road - East,NMRDA Ring,7600,1586,52.0,23.1,0.3,27.4,39.4,0,16.7
2025-02-07,23,4,RD-01,Wardha Road (NH-44),NMC South,6000,3331,42.5,55.7,0.0,21.2,43.7,0,28.5
2025-02-07,23,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1452,48.3,16.3,0.0,27.0,54.3,0,10.3
2025-02-07,23,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2437,49.5,44.9,0.6,24.3,33.7,0,25.2
2025-02-07,23,4,RD-04,Airport Road,NMC South,5600,3326,41.3,59.1,0.0,25.7,56.2,0,33.4
2025-02-07,23,4,RD-05,Amravati Road,NMC West,7200,1328,52.4,23.7,0.0,23.3,40.2,0,16.4
2025-02-07,23,4,RD-06,Kamptee Road,NMC North,6000,1930,51.8,31.9,0.0,29.4,67.2,0,18.3
2025-02-07,23,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1134,52.5,26.3,0.0,22.2,65.4,0,13.2
2025-02-07,23,4,RD-08,Katol Road,NMC North-West,5400,1561,47.1,29.3,0.3,34.2,85.7,0,20.1
2025-02-07,23,4,RD-09,Koradi Road,NMC North,5600,2173,47.6,38.3,1.7,34.9,49.6,0,26.5
2025-02-07,23,4,RD-10,Manewada Road,NMC South-East,5000,2618,45.8,52.1,1.6,32.2,67.1,0,30.9
2025-02-07,23,4,RD-11,Besa Road,NMC South-East,4600,1904,48.1,35.5,0.0,31.5,84.2,0,20.7
2025-02-07,23,4,RD-12,Ring Road - East,NMRDA Ring,7600,1814,48.7,28.0,1.3,29.5,67.5,0,19.9
2025-02-08,0,5,RD-01,Wardha Road (NH-44),NMC South,6000,2481,45.0,41.4,3.3,33.6,80.9,0,26.0
2025-02-08,0,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1130,48.9,9.5,1.8,33.2,62.2,0,0.0
2025-02-08,0,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1817,46.3,35.0,1.2,23.7,46.6,0,15.6
2025-02-08,0,5,RD-04,Airport Road,NMC South,5600,2774,42.1,54.3,4.6,25.8,57.4,0,24.7
2025-02-08,0,5,RD-05,Amravati Road,NMC West,7200,981,53.8,14.5,4.2,27.2,71.6,0,9.4
2025-02-08,0,5,RD-06,Kamptee Road,NMC North,6000,1644,49.0,28.5,0.0,23.6,79.8,0,15.8
2025-02-08,0,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,903,56.2,15.4,0.0,26.3,74.6,0,5.9
2025-02-08,0,5,RD-08,Katol Road,NMC North-West,5400,1262,49.0,21.7,0.0,27.8,57.0,0,14.5
2025-02-08,0,5,RD-09,Koradi Road,NMC North,5600,1743,51.0,25.0,0.7,28.7,73.9,0,15.2
2025-02-08,0,5,RD-10,Manewada Road,NMC South-East,5000,1983,42.3,36.5,0.0,25.2,46.9,0,18.4
2025-02-08,0,5,RD-11,Besa Road,NMC South-East,4600,1308,49.0,24.8,0.0,28.6,65.5,0,14.2
2025-02-08,0,5,RD-12,Ring Road - East,NMRDA Ring,7600,1321,51.3,14.9,0.0,28.6,60.4,0,3.1
2025-02-08,1,5,RD-01,Wardha Road (NH-44),NMC South,6000,2395,43.9,40.2,4.0,25.2,62.6,0,26.2
2025-02-08,1,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1107,48.2,10.2,5.5,30.2,30.4,0,7.8
2025-02-08,1,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1589,50.6,32.0,4.4,24.0,61.5,0,17.2
2025-02-08,1,5,RD-04,Airport Road,NMC South,5600,2830,43.3,52.8,0.0,26.3,73.0,0,30.8
2025-02-08,1,5,RD-05,Amravati Road,NMC West,7200,1006,56.6,10.7,1.6,26.0,59.4,0,7.3
2025-02-08,1,5,RD-06,Kamptee Road,NMC North,6000,1414,53.3,27.0,5.3,33.8,44.6,0,18.3
2025-02-08,1,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,832,51.2,13.9,1.3,29.0,71.8,0,4.0
2025-02-08,1,5,RD-08,Katol Road,NMC North-West,5400,1264,49.5,23.3,0.0,27.8,85.0,0,5.8
2025-02-08,1,5,RD-09,Koradi Road,NMC North,5600,1671,52.0,30.7,1.0,22.7,69.5,0,22.1
2025-02-08,1,5,RD-10,Manewada Road,NMC South-East,5000,2057,50.0,41.5,2.6,28.0,67.8,0,25.8
2025-02-08,1,5,RD-11,Besa Road,NMC South-East,4600,1400,53.1,30.9,1.2,29.2,81.3,0,12.5
2025-02-08,1,5,RD-12,Ring Road - East,NMRDA Ring,7600,1331,55.3,25.1,0.0,24.6,65.7,0,15.1
2025-02-08,2,5,RD-01,Wardha Road (NH-44),NMC South,6000,2636,46.9,46.0,0.0,31.0,72.8,0,25.4
2025-02-08,2,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1123,52.4,17.1,0.0,27.8,53.2,0,11.3
2025-02-08,2,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1714,49.0,35.1,0.0,27.8,33.3,0,21.1
2025-02-08,2,5,RD-04,Airport Road,NMC South,5600,2847,44.0,52.0,0.4,25.2,76.2,0,29.6
2025-02-08,2,5,RD-05,Amravati Road,NMC West,7200,1065,54.6,16.2,0.0,27.7,59.9,0,1.2
2025-02-08,2,5,RD-06,Kamptee Road,NMC North,6000,1586,51.3,27.0,1.3,24.1,60.7,0,17.4
2025-02-08,2,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,840,55.0,21.0,1.4,24.0,58.1,0,10.4
2025-02-08,2,5,RD-08,Katol Road,NMC North-West,5400,1281,52.5,24.5,0.0,25.1,58.4,0,15.1
2025-02-08,2,5,RD-09,Koradi Road,NMC North,5600,1563,49.1,28.2,0.0,30.1,67.7,0,13.1
2025-02-08,2,5,RD-10,Manewada Road,NMC South-East,5000,1895,49.0,36.4,4.2,20.8,42.8,0,19.8
2025-02-08,2,5,RD-11,Besa Road,NMC South-East,4600,1515,48.9,33.3,0.0,26.6,86.6,0,14.3
2025-02-08,2,5,RD-12,Ring Road - East,NMRDA Ring,7600,1358,50.2,19.7,0.0,28.6,51.3,0,7.1
2025-02-08,3,5,RD-01,Wardha Road (NH-44),NMC South,6000,2556,47.3,41.7,0.0,30.4,69.2,0,21.0
2025-02-08,3,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1152,50.5,9.2,0.0,31.3,71.9,0,3.0
2025-02-08,3,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1788,49.0,31.9,3.8,32.3,72.6,0,16.7
2025-02-08,3,5,RD-04,Airport Road,NMC South,5600,2760,44.7,50.4,0.0,26.1,58.6,0,32.4
2025-02-08,3,5,RD-05,Amravati Road,NMC West,7200,907,52.8,15.5,0.3,23.6,73.7,0,6.0
2025-02-08,3,5,RD-06,Kamptee Road,NMC North,6000,1622,46.7,29.1,0.1,26.3,52.4,0,11.7
2025-02-08,3,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,855,51.7,14.5,1.3,36.5,50.0,0,12.1
2025-02-08,3,5,RD-08,Katol Road,NMC North-West,5400,1270,56.2,27.2,0.0,31.8,43.1,0,16.3
2025-02-08,3,5,RD-09,Koradi Road,NMC North,5600,1622,51.5,34.1,0.0,16.1,50.6,0,23.7
2025-02-08,3,5,RD-10,Manewada Road,NMC South-East,5000,1980,48.7,43.2,0.0,25.3,31.0,0,18.4
2025-02-08,3,5,RD-11,Besa Road,NMC South-East,4600,1408,50.4,30.3,2.8,22.4,60.8,0,13.5
2025-02-08,3,5,RD-12,Ring Road - East,NMRDA Ring,7600,1191,48.7,15.8,3.4,30.5,78.9,0,10.1
2025-02-08,4,5,RD-01,Wardha Road (NH-44),NMC South,6000,2447,43.0,43.7,0.0,30.8,56.8,0,22.4
2025-02-08,4,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1175,49.7,11.4,1.1,31.3,75.0,0,5.8
2025-02-08,4,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1854,51.3,34.0,0.0,35.2,41.8,0,16.5
2025-02-08,4,5,RD-04,Airport Road,NMC South,5600,2926,39.3,52.4,0.0,29.6,54.2,0,25.8
2025-02-08,4,5,RD-05,Amravati Road,NMC West,7200,1008,53.3,15.1,0.0,30.3,52.2,0,8.3
2025-02-08,4,5,RD-06,Kamptee Road,NMC North,6000,1582,53.2,24.2,0.0,28.6,55.0,0,16.9
2025-02-08,4,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,809,51.6,21.1,1.4,22.5,55.3,0,14.2
2025-02-08,4,5,RD-08,Katol Road,NMC North-West,5400,1166,51.2,22.2,2.2,28.8,61.6,0,12.7
2025-02-08,4,5,RD-09,Koradi Road,NMC North,5600,1574,48.0,25.2,0.0,22.7,51.9,0,16.5
2025-02-08,4,5,RD-10,Manewada Road,NMC South-East,5000,2094,41.5,42.9,0.2,31.5,60.5,0,27.6
2025-02-08,4,5,RD-11,Besa Road,NMC South-East,4600,1489,48.7,31.5,0.0,17.8,73.1,0,14.6
2025-02-08,4,5,RD-12,Ring Road - East,NMRDA Ring,7600,1387,51.8,21.9,0.5,30.7,66.6,0,16.9
2025-02-08,5,5,RD-01,Wardha Road (NH-44),NMC South,6000,2608,44.6,43.0,2.2,25.8,83.8,0,23.8
2025-02-08,5,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1123,55.4,17.3,3.3,25.1,73.4,0,10.4
2025-02-08,5,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1848,46.5,35.5,0.0,27.9,43.7,0,24.6
2025-02-08,5,5,RD-04,Airport Road,NMC South,5600,2670,41.0,49.6,4.2,26.5,62.1,0,27.2
2025-02-08,5,5,RD-05,Amravati Road,NMC West,7200,999,54.1,13.6,0.0,25.4,66.0,0,5.0
2025-02-08,5,5,RD-06,Kamptee Road,NMC North,6000,1537,48.8,28.6,2.4,27.6,74.1,0,20.2
2025-02-08,5,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,910,57.8,19.2,0.0,25.6,28.4,0,16.9
2025-02-08,5,5,RD-08,Katol Road,NMC North-West,5400,1332,53.9,28.2,1.1,20.1,69.6,0,16.8
2025-02-08,5,5,RD-09,Koradi Road,NMC North,5600,1635,49.3,32.3,0.5,20.4,65.6,0,18.8
2025-02-08,5,5,RD-10,Manewada Road,NMC South-East,5000,2212,41.0,44.6,2.8,24.1,85.4,0,23.5
2025-02-08,5,5,RD-11,Besa Road,NMC South-East,4600,1510,49.6,34.2,1.5,29.4,56.9,0,21.6
2025-02-08,5,5,RD-12,Ring Road - East,NMRDA Ring,7600,1179,49.9,17.7,3.6,31.2,46.1,0,11.3
2025-02-08,6,5,RD-01,Wardha Road (NH-44),NMC South,6000,2474,45.8,42.5,0.0,21.6,56.9,0,28.3
2025-02-08,6,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1088,55.9,13.5,1.3,30.6,76.2,0,7.5
2025-02-08,6,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1649,46.9,30.7,4.1,29.7,74.0,0,18.0
2025-02-08,6,5,RD-04,Airport Road,NMC South,5600,2736,43.7,51.4,0.0,25.1,45.3,0,30.8
2025-02-08,6,5,RD-05,Amravati Road,NMC West,7200,937,54.6,10.1,0.0,31.0,58.8,0,2.2
2025-02-08,6,5,RD-06,Kamptee Road,NMC North,6000,1598,48.5,24.3,0.0,34.0,57.0,0,14.7
2025-02-08,6,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,866,52.5,17.6,1.0,27.8,81.6,0,8.4
2025-02-08,6,5,RD-08,Katol Road,NMC North-West,5400,1301,55.4,24.4,0.0,27.8,59.2,0,10.2
2025-02-08,6,5,RD-09,Koradi Road,NMC North,5600,1667,51.4,21.1,2.3,33.5,49.2,0,15.1
2025-02-08,6,5,RD-10,Manewada Road,NMC South-East,5000,1954,46.1,35.8,0.0,19.8,64.8,0,23.7
2025-02-08,6,5,RD-11,Besa Road,NMC South-East,4600,1438,48.9,38.9,1.4,22.7,62.7,0,24.9
2025-02-08,6,5,RD-12,Ring Road - East,NMRDA Ring,7600,1280,52.6,19.8,0.0,32.2,57.7,0,16.4
2025-02-08,7,5,RD-01,Wardha Road (NH-44),NMC South,6000,3722,37.5,61.6,0.0,27.2,61.0,0,32.6
2025-02-08,7,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1805,43.7,18.3,4.2,32.9,47.4,0,13.5
2025-02-08,7,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2780,43.7,54.1,3.1,31.4,46.3,0,30.2
2025-02-08,7,5,RD-04,Airport Road,NMC South,5600,4237,35.0,78.6,1.0,31.1,79.3,0,47.3
2025-02-08,7,5,RD-05,Amravati Road,NMC West,7200,1552,47.2,25.2,1.2,24.8,78.4,0,14.5
2025-02-08,7,5,RD-06,Kamptee Road,NMC North,6000,2117,50.0,36.5,3.4,22.3,85.2,0,18.5
2025-02-08,7,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1318,56.7,28.6,1.5,26.5,68.1,0,14.5
2025-02-08,7,5,RD-08,Katol Road,NMC North-West,5400,1937,48.2,33.2,0.0,25.5,78.3,0,20.1
2025-02-08,7,5,RD-09,Koradi Road,NMC North,5600,2631,47.5,41.9,0.0,30.4,82.2,0,24.2
2025-02-08,7,5,RD-10,Manewada Road,NMC South-East,5000,3453,40.9,67.9,0.0,22.4,52.4,0,38.2
2025-02-08,7,5,RD-11,Besa Road,NMC South-East,4600,2466,44.4,57.3,0.0,29.5,72.9,0,30.4
2025-02-08,7,5,RD-12,Ring Road - East,NMRDA Ring,7600,1951,47.8,23.5,0.0,28.2,66.3,0,14.8
2025-02-08,8,5,RD-01,Wardha Road (NH-44),NMC South,6000,4959,27.3,86.7,1.4,28.8,47.2,0,51.2
2025-02-08,8,5,RD-02,Outer Ring Road,NMRDA Ring,8500,2158,50.0,28.4,0.0,26.3,57.6,0,14.7
2025-02-08,8,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3210,38.9,61.0,3.0,27.2,48.4,0,37.7
2025-02-08,8,5,RD-04,Airport Road,NMC South,5600,5345,33.5,95.1,0.1,29.9,67.1,0,54.5
2025-02-08,8,5,RD-05,Amravati Road,NMC West,7200,1810,49.0,27.8,0.0,34.0,67.9,0,14.8
2025-02-08,8,5,RD-06,Kamptee Road,NMC North,6000,2854,43.6,48.4,2.9,30.2,73.8,0,26.5
2025-02-08,8,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1609,45.2,31.9,4.5,33.3,95.0,0,20.4
2025-02-08,8,5,RD-08,Katol Road,NMC North-West,5400,2031,44.0,32.9,2.3,26.3,76.3,0,18.4
2025-02-08,8,5,RD-09,Koradi Road,NMC North,5600,3045,45.9,59.8,0.0,26.8,95.0,0,32.7
2025-02-08,8,5,RD-10,Manewada Road,NMC South-East,5000,3565,42.5,72.3,3.1,29.8,75.5,0,35.9
2025-02-08,8,5,RD-11,Besa Road,NMC South-East,4600,2639,45.7,54.1,1.3,23.6,67.2,0,27.1
2025-02-08,8,5,RD-12,Ring Road - East,NMRDA Ring,7600,2362,43.5,34.6,1.8,21.4,58.1,1,25.4
2025-02-08,9,5,RD-01,Wardha Road (NH-44),NMC South,6000,4654,32.3,76.5,4.8,27.5,83.3,0,45.9
2025-02-08,9,5,RD-02,Outer Ring Road,NMRDA Ring,8500,2186,46.5,25.4,0.0,30.8,72.0,0,12.4
2025-02-08,9,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3414,40.0,65.1,0.2,30.4,84.5,0,33.1
2025-02-08,9,5,RD-04,Airport Road,NMC South,5600,5212,34.6,89.1,0.7,22.7,37.7,0,45.7
2025-02-08,9,5,RD-05,Amravati Road,NMC West,7200,1835,49.1,26.9,1.7,29.5,73.3,0,13.0
2025-02-08,9,5,RD-06,Kamptee Road,NMC North,6000,2809,43.5,52.0,2.1,30.2,72.1,0,33.1
2025-02-08,9,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1730,51.4,38.8,0.0,20.9,67.4,0,20.8
2025-02-08,9,5,RD-08,Katol Road,NMC North-West,5400,2250,46.4,38.0,3.1,28.2,66.9,0,21.8
2025-02-08,9,5,RD-09,Koradi Road,NMC North,5600,3048,44.9,54.6,0.0,26.2,72.6,0,34.5
2025-02-08,9,5,RD-10,Manewada Road,NMC South-East,5000,3900,41.0,81.2,0.0,24.6,65.5,0,50.3
2025-02-08,9,5,RD-11,Besa Road,NMC South-East,4600,2672,46.1,55.7,0.0,22.5,42.1,0,34.2
2025-02-08,9,5,RD-12,Ring Road - East,NMRDA Ring,7600,2454,44.6,29.5,2.1,29.0,64.7,0,19.1
2025-02-08,10,5,RD-01,Wardha Road (NH-44),NMC South,6000,4609,37.1,75.8,0.0,27.7,57.1,0,49.3
2025-02-08,10,5,RD-02,Outer Ring Road,NMRDA Ring,8500,2001,48.1,25.2,0.0,29.5,65.9,0,12.3
2025-02-08,10,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3391,38.5,65.1,0.9,31.4,70.2,1,39.0
2025-02-08,10,5,RD-04,Airport Road,NMC South,5600,5196,29.9,93.5,1.1,28.7,74.7,0,57.2
2025-02-08,10,5,RD-05,Amravati Road,NMC West,7200,1628,49.1,20.0,2.8,24.5,69.5,0,11.2
2025-02-08,10,5,RD-06,Kamptee Road,NMC North,6000,2751,41.5,43.0,3.7,34.7,61.0,0,28.4
2025-02-08,10,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1602,50.5,36.2,1.3,23.5,59.6,0,22.5
2025-02-08,10,5,RD-08,Katol Road,NMC North-West,5400,2268,51.6,46.4,1.7,27.0,72.6,0,22.9
2025-02-08,10,5,RD-09,Koradi Road,NMC North,5600,2999,44.7,58.8,0.5,27.5,51.1,0,39.9
2025-02-08,10,5,RD-10,Manewada Road,NMC South-East,5000,3690,37.9,71.3,2.7,32.3,94.4,0,44.5
2025-02-08,10,5,RD-11,Besa Road,NMC South-East,4600,2682,47.4,58.5,0.0,25.4,76.4,0,35.7
2025-02-08,10,5,RD-12,Ring Road - East,NMRDA Ring,7600,2310,49.8,23.5,0.0,24.3,68.6,0,14.2
2025-02-08,11,5,RD-01,Wardha Road (NH-44),NMC South,6000,3843,38.9,62.2,2.4,25.6,60.1,0,32.2
2025-02-08,11,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1683,47.9,22.5,3.7,30.2,53.1,0,13.5
2025-02-08,11,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2519,50.3,52.7,2.9,28.1,67.6,0,28.9
2025-02-08,11,5,RD-04,Airport Road,NMC South,5600,3922,36.3,69.9,0.0,36.0,70.2,0,39.1
2025-02-08,11,5,RD-05,Amravati Road,NMC West,7200,1614,51.5,28.3,0.0,31.4,43.4,0,19.7
2025-02-08,11,5,RD-06,Kamptee Road,NMC North,6000,2223,50.3,34.7,3.6,22.1,49.7,0,21.3
2025-02-08,11,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1371,54.1,28.3,0.0,31.3,70.2,0,13.1
2025-02-08,11,5,RD-08,Katol Road,NMC North-West,5400,1759,52.7,33.0,5.8,28.7,81.7,0,18.2
2025-02-08,11,5,RD-09,Koradi Road,NMC North,5600,2724,50.4,52.1,1.3,23.4,67.3,0,25.2
2025-02-08,11,5,RD-10,Manewada Road,NMC South-East,5000,3237,40.6,59.9,2.9,25.5,61.3,0,29.2
2025-02-08,11,5,RD-11,Besa Road,NMC South-East,4600,2211,49.8,48.0,0.0,30.6,67.5,0,26.1
2025-02-08,11,5,RD-12,Ring Road - East,NMRDA Ring,7600,2063,48.7,26.7,0.0,32.5,63.8,0,12.3
2025-02-08,12,5,RD-01,Wardha Road (NH-44),NMC South,6000,2436,48.6,38.3,0.0,23.0,59.1,0,20.5
2025-02-08,12,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1210,54.2,16.7,0.0,32.9,41.1,0,12.1
2025-02-08,12,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1766,49.4,30.1,1.9,29.2,59.3,0,22.5
2025-02-08,12,5,RD-04,Airport Road,NMC South,5600,2631,41.6,52.0,1.6,29.9,64.7,0,29.8
2025-02-08,12,5,RD-05,Amravati Road,NMC West,7200,946,57.9,12.0,2.1,25.7,85.7,0,4.0
2025-02-08,12,5,RD-06,Kamptee Road,NMC North,6000,1653,47.7,22.2,0.0,29.8,70.8,0,5.4
2025-02-08,12,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,807,51.3,17.7,0.4,30.8,40.1,0,3.9
2025-02-08,12,5,RD-08,Katol Road,NMC North-West,5400,1134,53.2,21.6,2.0,25.4,34.0,0,13.2
2025-02-08,12,5,RD-09,Koradi Road,NMC North,5600,1670,55.0,26.1,3.0,27.6,83.4,0,11.4
2025-02-08,12,5,RD-10,Manewada Road,NMC South-East,5000,2061,45.5,39.5,1.7,23.7,68.4,0,23.0
2025-02-08,12,5,RD-11,Besa Road,NMC South-East,4600,1475,49.5,31.7,0.0,32.5,85.2,0,16.0
2025-02-08,12,5,RD-12,Ring Road - East,NMRDA Ring,7600,1119,50.6,13.4,0.0,31.9,59.0,0,7.8
2025-02-08,13,5,RD-01,Wardha Road (NH-44),NMC South,6000,2857,42.4,50.1,0.0,27.7,51.7,0,32.5
2025-02-08,13,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1162,47.1,11.7,0.0,22.2,48.8,0,9.0
2025-02-08,13,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1677,46.7,31.9,4.9,25.3,72.6,0,15.5
2025-02-08,13,5,RD-04,Airport Road,NMC South,5600,2659,49.1,48.4,1.8,37.0,56.9,0,20.4
2025-02-08,13,5,RD-05,Amravati Road,NMC West,7200,1007,55.9,11.4,4.2,34.7,52.5,0,8.0
2025-02-08,13,5,RD-06,Kamptee Road,NMC North,6000,1454,45.2,19.2,5.7,24.0,66.1,0,10.6
2025-02-08,13,5,RD-07,Hingna Industrial Link,NMRDA West-South,4800,848,57.2,20.4,0.0,29.3,63.6,0,11.6
2025-02-08,13,5,RD-08,Katol Road,NMC North-West,5400,1159,51.6,25.6,0.0,27.6,59.3,0,19.7
2025-02-08,13,5,RD-09,Koradi Road,NMC North,5600,1604,48.5,27.1,5.3,35.0,69.1,0,10.4
2025-02-08,13,5,RD-10,Manewada Road,NMC South-East,5000,2010,47.2,40.3,0.0,23.5,67.5,0,18.2
2025-02-08,13,5,RD-11,Besa Road,NMC South-East,4600,1365,53.1,26.9,3.6,28.2,72.6,0,16.9
2025-02-08,13,5,RD-12,Ring Road - East,NMRDA Ring,7600,1277,49.5,11.5,1.8,27.1,49.7,0,7.1
2025-02-08,14,5,RD-01,Wardha Road (NH-44),NMC South,6000,2249,47.8,37.5,5.9,29.1,47.2,0,21.4
2025-02-08,14,5,RD-02,Outer Ring Road,NMRDA Ring,8500,1113,56.7,11.1,0.0,27.3,68.3,0,5.5
2025-02-08,14,5,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1760,51.2,37.8,0.0,28.5,77.6,0,21.5
